from,to,distance_m,duration_s,duration_in_traffic_s,datetime,from_to
Krankenhaus,Krumpaul,1560,143,134,2023-12-24T08:00:01.643327000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,165,2023-12-24T08:00:01.643327000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,129,2023-12-24T08:00:01.643327000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,179,2023-12-20T18:40:02.941171000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,176,2023-12-20T18:40:02.941171000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,170,2023-12-20T18:40:02.941171000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,135,2023-12-20T18:40:02.941171000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,181,2023-12-20T18:40:02.941171000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,145,2023-12-20T18:40:02.941171000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,165,2023-12-24T10:50:10.511259000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,171,2023-12-24T10:50:10.511259000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,159,2023-12-24T10:50:10.511259000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,134,2023-12-24T10:50:10.511259000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,171,2023-12-24T10:50:10.511259000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,133,2023-12-24T10:50:10.511259000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,172,2023-12-25T14:11:39.259398000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,180,2023-12-25T14:11:39.259398000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,172,2023-12-25T14:11:39.259398000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,150,2023-12-25T14:11:39.259398000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,193,2023-12-25T14:11:39.259398000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,152,2023-12-25T14:11:39.259398000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,167,2023-12-23T14:30:02.498224000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,169,2023-12-23T14:30:02.498224000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,183,2023-12-23T14:30:02.498224000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,147,2023-12-23T14:30:02.498224000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,191,2023-12-23T14:30:02.498224000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,149,2023-12-23T14:30:02.498224000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,193,2023-12-25T16:55:14.203005000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,200,2023-12-25T16:55:14.203005000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,188,2023-12-25T16:55:14.203005000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,160,2023-12-25T16:55:14.203005000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,206,2023-12-25T16:55:14.203005000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,159,2023-12-25T16:55:14.203005000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,167,2023-12-23T19:40:01.396246000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,170,2023-12-23T19:40:01.396246000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,166,2023-12-23T19:40:01.396246000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,136,2023-12-23T19:40:01.396246000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,176,2023-12-23T19:40:01.396246000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,137,2023-12-23T19:40:01.396246000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,172,2023-12-23T14:00:02.484324000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,176,2023-12-23T14:00:02.484324000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,173,2023-12-23T14:00:02.484324000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,144,2023-12-23T14:00:02.484324000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,192,2023-12-23T14:00:02.484324000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,153,2023-12-23T14:00:02.484324000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,191,2023-12-20T15:40:02.468132000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,188,2023-12-20T15:40:02.468132000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,203,2023-12-20T15:40:02.468132000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,164,2023-12-20T15:40:02.468132000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,229,2023-12-20T15:40:02.468132000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,179,2023-12-20T15:40:02.468132000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,153,2023-12-20T21:40:01.915306000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,153,2023-12-20T21:40:01.915306000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,154,2023-12-20T21:40:01.915306000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,119,2023-12-20T21:40:01.915306000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,166,2023-12-20T21:40:01.915306000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,129,2023-12-20T21:40:01.915306000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,184,2023-12-22T06:10:01.659310000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,173,2023-12-22T06:10:01.659310000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,156,2023-12-22T06:10:01.659310000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,133,2023-12-22T06:10:01.659310000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,167,2023-12-22T06:10:01.659310000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,150,2023-12-22T06:10:01.659310000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,147,2023-12-24T07:40:01.522752000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,156,2023-12-24T07:40:01.522752000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,168,2023-12-24T07:40:01.522752000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,135,2023-12-24T07:40:01.522752000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,169,2023-12-24T07:40:01.522752000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,115,2023-12-24T07:40:01.522752000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,168,2023-12-24T19:30:02.349952000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,173,2023-12-24T19:30:02.349952000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,157,2023-12-24T19:30:02.349952000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,130,2023-12-24T19:30:02.349952000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,165,2023-12-24T19:30:02.349952000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,129,2023-12-24T19:30:02.349952000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,163,2023-12-24T10:30:01.857905000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,168,2023-12-24T10:30:01.857905000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,159,2023-12-24T10:30:01.857905000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,131,2023-12-24T10:30:01.857905000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,168,2023-12-24T10:30:01.857905000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,130,2023-12-24T10:30:01.857905000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,173,2023-12-24T15:15:01.801357000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,176,2023-12-24T15:15:01.801357000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,160,2023-12-24T15:15:01.801357000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,139,2023-12-24T15:15:01.801357000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,175,2023-12-24T15:15:01.801357000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,144,2023-12-24T15:15:01.801357000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,156,2023-12-24T20:00:02.793257000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,160,2023-12-24T20:00:02.793257000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,156,2023-12-24T20:00:02.793257000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,128,2023-12-24T20:00:02.793257000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,169,2023-12-24T20:00:02.793257000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,131,2023-12-24T20:00:02.793257000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,213,2023-12-20T11:17:40.084821000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,200,2023-12-20T11:17:40.084821000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,203,2023-12-20T11:17:40.084821000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,169,2023-12-20T11:17:40.084821000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,204,2023-12-20T11:17:40.084821000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,168,2023-12-20T11:17:40.084821000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,151,2023-12-24T07:15:00.801055000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,156,2023-12-24T07:15:00.801055000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,156,2023-12-24T07:15:00.801055000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,127,2023-12-24T07:15:00.801055000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,158,2023-12-24T07:15:00.801055000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,115,2023-12-24T07:15:00.801055000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,155,2023-12-24T06:55:02.268356000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,155,2023-12-24T06:55:02.268356000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,150,2023-12-24T06:55:02.268356000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,117,2023-12-24T06:55:02.268356000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,161,2023-12-24T06:55:02.268356000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,129,2023-12-24T06:55:02.268356000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,155,2023-12-24T07:00:02.022199000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,155,2023-12-24T07:00:02.022199000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,150,2023-12-24T07:00:02.022199000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,117,2023-12-24T07:00:02.022199000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,161,2023-12-24T07:00:02.022199000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,129,2023-12-24T07:00:02.022199000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,199,2023-12-21T13:40:01.907617000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,199,2023-12-21T13:40:01.907617000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,189,2023-12-21T13:40:01.907617000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,159,2023-12-21T13:40:01.907617000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,203,2023-12-21T13:40:01.907617000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,164,2023-12-21T13:40:01.907617000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,178,2023-12-22T19:10:02.433537000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,177,2023-12-22T19:10:02.433537000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,162,2023-12-22T19:10:02.433537000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,134,2023-12-22T19:10:02.433537000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,178,2023-12-22T19:10:02.433537000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,144,2023-12-22T19:10:02.433537000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,182,2023-12-23T16:30:03.213694000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,184,2023-12-23T16:30:03.213694000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,172,2023-12-23T16:30:03.213694000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,140,2023-12-23T16:30:03.213694000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,186,2023-12-23T16:30:03.213694000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,146,2023-12-23T16:30:03.213694000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,178,2023-12-25T05:35:02.344398000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,168,2023-12-25T05:35:02.344398000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,158,2023-12-25T05:35:02.344398000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,133,2023-12-25T05:35:02.344398000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,165,2023-12-25T05:35:02.344398000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,149,2023-12-25T05:35:02.344398000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,175,2023-12-23T18:00:02.654856000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,174,2023-12-23T18:00:02.654856000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,176,2023-12-23T18:00:02.654856000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,147,2023-12-23T18:00:02.654856000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,188,2023-12-23T18:00:02.654856000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,149,2023-12-23T18:00:02.654856000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,203,2023-12-21T17:40:21.626159000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,201,2023-12-21T17:40:21.626159000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,195,2023-12-21T17:40:21.626159000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,158,2023-12-21T17:40:21.626159000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,212,2023-12-21T17:40:21.626159000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,172,2023-12-21T17:40:21.626159000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,203,2023-12-21T09:50:01.885705000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,197,2023-12-21T09:50:01.885705000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,195,2023-12-21T09:50:01.885705000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,161,2023-12-21T09:50:01.885705000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,203,2023-12-21T09:50:01.885705000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,167,2023-12-21T09:50:01.885705000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,155,2023-12-24T20:50:02.338744000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,159,2023-12-24T20:50:02.338744000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,158,2023-12-24T20:50:02.338744000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,118,2023-12-24T20:50:02.338744000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,171,2023-12-24T20:50:02.338744000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,128,2023-12-24T20:50:02.338744000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,231,2023-12-20T16:40:03.567996000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,228,2023-12-20T16:40:03.567996000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,206,2023-12-20T16:40:03.567996000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,174,2023-12-20T16:40:03.567996000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,224,2023-12-20T16:40:03.567996000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,181,2023-12-20T16:40:03.567996000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,223,2023-12-21T16:40:01.954456000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,212,2023-12-21T16:40:01.954456000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,237,2023-12-21T16:40:01.954456000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,194,2023-12-21T16:40:01.954456000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,225,2023-12-21T16:40:01.954456000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,180,2023-12-21T16:40:01.954456000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,196,2023-12-20T14:50:55.800417000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,194,2023-12-20T14:50:55.800417000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,211,2023-12-20T14:50:55.800417000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,175,2023-12-20T14:50:55.800417000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,227,2023-12-20T14:50:55.800417000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,182,2023-12-20T14:50:55.800417000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,167,2023-12-22T20:00:02.671657000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,168,2023-12-22T20:00:02.671657000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,164,2023-12-22T20:00:02.671657000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,133,2023-12-22T20:00:02.671657000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,179,2023-12-22T20:00:02.671657000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,139,2023-12-22T20:00:02.671657000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,157,2023-12-22T21:40:01.047089000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,162,2023-12-22T21:40:01.047089000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,151,2023-12-22T21:40:01.047089000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,119,2023-12-22T21:40:01.047089000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,166,2023-12-22T21:40:01.047089000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,129,2023-12-22T21:40:01.047089000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,160,2023-12-23T20:58:48.351182000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,163,2023-12-23T20:58:48.351182000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,155,2023-12-23T20:58:48.351182000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,119,2023-12-23T20:58:48.351182000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,173,2023-12-23T20:58:48.351182000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,137,2023-12-23T20:58:48.351182000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,234,2023-12-20T14:15:01.718898000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,226,2023-12-20T14:15:01.718898000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,187,2023-12-20T14:15:01.718898000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,156,2023-12-20T14:15:01.718898000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,202,2023-12-20T14:15:01.718898000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,172,2023-12-20T14:15:01.718898000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,180,2023-12-23T18:35:01.772893000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,185,2023-12-23T18:35:01.772893000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,167,2023-12-23T18:35:01.772893000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,140,2023-12-23T18:35:01.772893000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,181,2023-12-23T18:35:01.772893000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,141,2023-12-23T18:35:01.772893000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,193,2023-12-22T09:20:02.275555000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,187,2023-12-22T09:20:02.275555000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,189,2023-12-22T09:20:02.275555000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,157,2023-12-22T09:20:02.275555000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,190,2023-12-22T09:20:02.275555000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,159,2023-12-22T09:20:02.275555000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,228,2023-12-20T11:31:14.957092000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,222,2023-12-20T11:31:14.957092000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,211,2023-12-20T11:31:14.957092000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,180,2023-12-20T11:31:14.957092000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,203,2023-12-20T11:31:14.957092000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,168,2023-12-20T11:31:14.957092000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,167,2023-12-24T14:20:21.103128000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,170,2023-12-24T14:20:21.103128000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,163,2023-12-24T14:20:21.103128000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,137,2023-12-24T14:20:21.103128000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,173,2023-12-24T14:20:21.103128000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,140,2023-12-24T14:20:21.103128000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,161,2023-12-23T05:00:02.424641000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,176,2023-12-23T05:00:02.424641000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,152,2023-12-23T05:00:02.424641000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,142,2023-12-23T05:00:02.424641000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,159,2023-12-23T05:00:02.424641000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,128,2023-12-23T05:00:02.424641000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,159,2023-12-24T12:55:02.159043000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,165,2023-12-24T12:55:02.159043000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,162,2023-12-24T12:55:02.159043000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,135,2023-12-24T12:55:02.159043000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,174,2023-12-24T12:55:02.159043000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,133,2023-12-24T12:55:02.159043000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,232,2023-12-21T16:10:01.802339000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,225,2023-12-21T16:10:01.802339000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,220,2023-12-21T16:10:01.802339000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,193,2023-12-21T16:10:01.802339000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,238,2023-12-21T16:10:01.802339000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,204,2023-12-21T16:10:01.802339000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,186,2023-12-22T09:00:01.683664000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,185,2023-12-22T09:00:01.683664000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,181,2023-12-22T09:00:01.683664000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,153,2023-12-22T09:00:01.683664000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,186,2023-12-22T09:00:01.683664000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,151,2023-12-22T09:00:01.683664000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,197,2023-12-20T14:30:02.452185000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,194,2023-12-20T14:30:02.452185000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,193,2023-12-20T14:30:02.452185000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,159,2023-12-20T14:30:02.452185000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,203,2023-12-20T14:30:02.452185000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,161,2023-12-20T14:30:02.452185000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,213,2023-12-20T16:10:01.185016000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,213,2023-12-20T16:10:01.185016000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,203,2023-12-20T16:10:01.185016000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,168,2023-12-20T16:10:01.185016000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,258,2023-12-20T16:10:01.185016000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,212,2023-12-20T16:10:01.185016000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,237,2023-12-25T07:30:21.846208000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,229,2023-12-25T07:30:21.846208000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,185,2023-12-25T07:30:21.846208000,Krankenhaus -> Höhle
